,Original English,Original French,Generated French,BLEU Score,1-Gram,2-Gram,3-Gram,4-Gram
10,"Ah, shoot the messenger.","Oui, tirez donc sur le messager.",Tirez sur le messager.,5.238101011110965e-78,0.45489799478447507,0.4043537731417556,0.3032653298563167,1.3495755153097447e-308
11,"The Mail didn't write the report, it merely commented on it.","Le Mail n'a pas écrit le rapport, il n'a fait que le commenter.","Le Mail n'a pas écrit le rapport, il s'est contenté de le commenter.",0.6115380576901023,0.7692307692307693,0.6666666666666666,0.5454545454545454,0.5
12,Whoever controls most of the media in this country should undead be shot for spouting populist propaganda as fact.,Ceux qui contrôlent la majorité des médias dans ce pays devraient être fusillés pour avoir propagé une telle propagande populiste comme si c'était la réalité.,Quiconque contrôle la plupart des médias dans ce pays devrait être tué pour avoir lancé la propagande populiste comme fait.,0.21907003043226395,0.5062205089964132,0.2869266042894649,0.17306684068253442,0.09162362153781234
13,I don't think you know what a straw man is.,Je ne pense pas que vous sachiez ce qu'est un argument spécieux.,Je ne pense pas que tu saches ce qu'est un homme de paille.,0.3867706276352344,0.6153846153846154,0.5,0.36363636363636365,0.2
14,You also don't know anything about my personal circumstances or identity so I would be very careful about trying to eradicate a debate with accusations of homophobia.,"Vous ne savez rien non plus de ma situation personnelle ou de mon identité, alors vous devriez faire attention quand vous tentez de tuer le débat par des accusations d'homophobie.","Vous ne savez pas non plus quoi que ce soit de ma situation personnelle ou de mon identité, alors je serais très prudent d'essayer d'éradiquer un débat avec des accusations d'homophobie.",0.359660430566628,0.5806451612903226,0.43333333333333335,0.3103448275862069,0.21428571428571425
15,"Farage's comment came as quite a shock, but only because it is so rarely addressed.","La phrase de Farage a beaucoup surpris, mais seulement parce qu'on parle si rarement de ce problème.","Le commentaire de Farage est venu comme un choc, mais seulement parce qu'il est si rarement abordé.",3.5152852745683333e-78,0.4117647058823529,0.25,0.06666666666666667,2.2250738585072626e-308
16,He did not express any homophobic beliefs whatsoever.,Il n'a fait absolument aucune remarque homophobe.,Il n'exprimait aucune croyance homophobe.,1.0748016968157982e-231,0.40219202762138356,1.491511611267286e-308,1.491511611267286e-308,1.491511611267286e-308
17,You will just have to find a way of getting over it.,Il va falloir que vous réussissiez à vous en remettre.,Tu devras juste trouver un moyen de t'en remettre.,9.412234823955334e-232,0.09942659075715217,1.991083571408152e-308,1.991083571408152e-308,1.991083571408152e-308
18,"I'm not entirely sure what you're trying to say, but my guess is that you dislike the media reporting things you disagree with.","Je ne suis pas bien sûr d'où vous voulez en venir, mais j'imagine que vous n'aimez pas quand les médias parlent de ce que vous n'aimez pas.","Je ne suis pas tout à fait sûr de ce que vous essayez de dire, mais je suppose que vous n'aimez pas les médias qui racontent des choses avec lesquelles vous n'êtes pas d'accord.",0.2289835185065093,0.5,0.30303030303030304,0.1875,0.09677419354838708
19,"It is so rarely addressed because unlike Fararge and his Thatcherite loony disciples who think aids and floods are a signal from the divine and not a reflection on their own ignorance in understanding the complexities of humanity as something to celebrate,then no.","On en parle si rarement parce que contrairement à Farage et à ses disciples cinglés de Thatcher qui pensent que le sida et les inondations sont un signe de dieu et non pas une réflexion sur leur propre incapacité à comprendre que les complexités de l'humanité sont quelque chose de bien, alors non.","Il est si rarement abordé parce que contrairement à Fararge et ses disciples solitaires Thatcherite qui pensent aides et inondations sont un signal du divin et non une réflexion sur leur propre ignorance dans la compréhension de la complexité de l'humanité comme quelque chose à célébrer, alors non.",0.18687967359675953,0.5631719410758065,0.30674897216043934,0.11753153552886397,0.060071673714752694
20,In the end the situation is just as bad in Ireland as it is in Spain.,Finalement la situation est aussi pourrie en Irlande qu'en Espagne.,"En fin de compte, la situation est tout aussi mauvaise en Irlande qu'en Espagne.",0.2658483576665877,0.5714285714285714,0.38461538461538464,0.25,0.0909090909090909
21,"With the new crisis coming, the period of austerity will not have fixed anything.",Avec la nouvelle crise qui arrive la période d'austérité n'aura rien arrangé.,"Avec l'arrivée de la nouvelle crise, la période d'austérité n'aura rien fixé.",0.37700638045494705,0.6666666666666666,0.45454545454545453,0.3,0.2222222222222222
22,Hoping for almost 5% growth in 2015 is a real joke.,Espérer presque 5% de croissance en 2015 c'est une grosse plaisanterie.,Espérer une croissance de près de 5% en 2015 est une vraie blague.,6.865395738677859e-155,0.5384615384615384,0.08333333333333333,2.2250738585072626e-308,2.2250738585072626e-308
23,"Ireland, the ""EUROPEAN TIGER"" they used to speak highly of to us years ago.","L' Irlande le '' TIGRE DE L'EUROPE'' nous vantait-on, il y a quelques annees.","L'Irlande, le « TIGER EUROPEEN » dont ils nous parlaient beaucoup il y a des années.",2.852668381554072e-78,0.3125,0.13333333333333333,0.07142857142857141,2.2250738585072626e-308
24,We know the rest!,On a connu la suite !,Nous connaissons le reste!,0,0,0,0,0
25,It is starting again when you read this article.,Cela recommmence a lire l'article.,Il recommence quand vous lisez cet article.,0,0,0,0,0
26,"They're trying to pretend that Ireland is a virtuous country and that a ""NEW ECONOMIC MIRACLE"" is happening.",On tente de faire croire que l'Irlande est un pays vertueux et qu'un '' NOUVEAU MIRACLE ECONOMIQUE'' est en train de se produire.,"Ils essaient de prétendre que l'Irlande est un pays vertueux et qu'un ""NOUVEAU MIRACLE ECONOMIQUE"" se produit.",0.31508341211495533,0.45463551466429114,0.30739560366506047,0.28104740906519815,0.2509351866653555
27,"With the agreement of Brussels, the lowest taxes on companies in Europe, a very flexible labor market, continuing emigration.","Avec l'accord de Bruxelles, impots sur les societes les plus bas d'Europe, un marche du travail tres souple, une emigration qui continue.","Avec l'accord de Bruxelles, les impôts les plus bas sur les entreprises en Europe, un marché du travail très flexible, la poursuite de l'émigration.",0.17729842264695017,0.5,0.3043478260869566,0.13636363636363635,0.047619047619047616
28,"With these ingredients, there is nothing to ""crow about"" for the time being with the arrival of the Poles.",Avec ces ingredients pas de quoi '' pavoiser'' pour le moment avec la venue des Polonais.,"Avec ces ingrédients, il n'y a rien à «crowner» pour le moment avec l'arrivée des Polonais.",0.20687206010259407,0.5,0.3333333333333333,0.14285714285714285,0.07692307692307693
29,"In the 80s in the twentieth century, Ireland was one of the poorest countries in the European Union, along with Portugal. Considering a constant perimeter, without the new countries, the situation is still better than it ever was.","Dans les années 80 du vingtieme siecle, l'irlance etait l'un des pays les plus pauvres de l'union europeene, avec le portugal En considerant un perimetre constant, sans les nouveauy pays, la situation est toujours meilleure qu'elle ne fut.","Dans les années 80 au XXe siècle, l'Irlande était l'un des pays les plus pauvres de l'Union européenne, avec le Portugal. Considérant un périmètre constant, sans les nouveaux pays, la situation est encore meilleure qu'elle ne l'a jamais été.",0.341753457928281,0.6153846153846154,0.4473684210526316,0.2972972972972973,0.16666666666666669
30,Greece was ahead.,La Grece etait devant.,La Grèce était en avance.,1.2183324802375697e-231,0.2,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
31,"It is clear that their development was not a long quiet river, given the recent events.","Que leur developement n'est pas été un long fleuve tranquille, c'est sur au vu des évenement récent.","Il est clair que leur développement n'était pas une longue rivière tranquille, compte tenu des événements récents.",1.268852357850863e-231,0.23529411764705885,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
32,The lowest taxes in Europe?,Taux d'impots le plus bas d'Europe?,Les impôts les plus bas en Europe?,6.968148412761692e-155,0.2857142857142857,0.16666666666666669,2.2250738585072626e-308,2.2250738585072626e-308
33,That is not correct!,C'est faux!,Ce n'est pas correct!,0,0,0,0,0
34,Latvia has a 0% tax rate for companies.,La Lettonie a un taux d'impots de 0% sur les entreprises.,La Lettonie a un taux d'imposition de 0 % pour les entreprises.,0.37700638045494705,0.6666666666666666,0.45454545454545453,0.3,0.2222222222222222
35,Now there is real hypocrisy in France from politicians on the taxes that multinationals really pay.,Maintenant il y a une reelle hypocrisie en France de la part des politiques sur les impots reellement payes par les multinationales.,"Maintenant, il y a une véritable hypocrisie en France de la part des politiciens sur les impôts que les multinationales paient vraiment.",0.4087357519773977,0.6363636363636364,0.47619047619047616,0.3499999999999999,0.2631578947368421
36,"If we believe a report released in 2008 or 2009, they generally pay less than 5% in France.","Si l'on en croit un rapport sorti en 2008 ou 2009, elles payent en France moins de 5% en general.","Si nous pensons qu'un rapport publié en 2008 ou 2009, ils paient généralement moins de 5% en France.",0.25443227422793546,0.49713295378576094,0.3158256412286011,0.22370982920359242,0.11931190890858262
37,Only SMEs pay the full lot.,Seules les PME payent plein pot.,Seules les PME paient le lot entier.,5.021333847570327e-78,0.42857142857142855,0.3333333333333333,0.2,2.2250738585072626e-308
38,"Now I confirm that road traffic has become huge again, and there are new (and expensive) cars on every street corner, exactly like before the 2008 crisis.","Maintenant je confirme que le traffic routier est redevenu enorme, et il y a des voitures neuve (et chere) a tout les coins de rue, exactement comme avant la crise de 2008.","Maintenant, je confirme que le trafic routier est redevenu énorme, et il y a de nouvelles (et coûteuses) voitures dans chaque coin de rue, exactement comme avant la crise de 2008.",0.4453323354434375,0.6871498999085818,0.516403561143419,0.400657935369894,0.2766447648982602
39,"I have lived in Dublin for 14 years, the recovery is evident in the daily traffic jams from when the schools go back.","Je vis a Dublin depuis 14 ans, la reprise est évidente dans les bouchons quotidiens depuis la rentrée.","J'ai vécu à Dublin pendant 14 ans, la reprise est évidente dans les embouteillages quotidiens depuis le retour des écoles.",0.388172465412544,0.55,0.42105263157894735,0.3333333333333333,0.29411764705882354
40,This is business news?,C'est censé être de l'actualité économique ?,C'est des nouvelles d'affaires?,6.085166479973199e-232,0.11809163818525367,1.051050468137224e-308,1.051050468137224e-308,1.051050468137224e-308
41,"Don't worry, I'm sure the comments section will take off soon.","Ne vous inquiétez pas, je suis sûr que les commentaires vont bientôt s'enflammer.","Ne vous inquiétez pas, je suis sûr que la section des commentaires décollera bientôt.",0.5296074933406222,0.6428571428571429,0.5384615384615384,0.5,0.45454545454545453
42,"In another article they're drafting now, there were 2 Vauxhaul Astra's involved in a fender bender on the A140.","Dans un autre article qu'ils sont en train d'écrire, 2 Vauxhaul Astra sont impliquées dans un accrochage sur l'A140.","Dans un autre article qu'ils rédigent maintenant, il y avait 2 Vauxhaul Astra impliqués dans un pare-fender sur l'A140.",0.3014335251508215,0.631578947368421,0.4444444444444444,0.23529411764705885,0.12500000000000003
43,Is this how Ryanair now plan for passengers to transfer flights?,Est-ce que Ryanair compte maintenant transférer les passagers d'un vol à l'autre de cette façon ?,Est-ce ainsi que Ryanair prévoit maintenant que les passagers transfèrent des vols?,5.868933885124285e-155,0.35826565528689464,0.13027842010432533,1.594335087959687e-308,1.594335087959687e-308
44,Gather Mr O'Leary is buying a whole new fleet of planes soon so a few bumps and scratches on his old ones will soon be forgotten.,"Je crois que M. O'Leary va bientôt acheter toute une nouvelle flotte d'appareils, donc quelques bosses et rayures sur les anciens seront vite oubliés.","Rassembler M. O'Leary achète bientôt une toute nouvelle flotte d'avions, de sorte que quelques bosses et égratignures sur ses anciens seront bientôt oubliées.",3.331469151582687e-78,0.5827977023024927,0.2176030381973593,0.04559301752706575,2.1304044600286865e-308
45,Mind you I'm flying with him next week so hope it won't be on one of these two after they've been patched up.,"Cela dit je vole avec lui la semaine prochaine, alors j'espère que ce ne sera pas sur l'un de ces deux-là une fois rafistolés.","{\pos(192,220)}J'irai avec lui la semaine prochaine. {\pos(192,220)}J'espère que ce ne sera pas sur l'un de ces deux-là. {\pos(192,220)}Après qu'ils aient été réparés.",0.43459170941611275,0.5395595141667915,0.478290851385947,0.4108953223270181,0.33640552705135984
46,That'll be all the other pilot's fault then.,Alors ce serait entièrement de la faute de l'autre pilote.,Ce sera la faute de l'autre pilote.,0.4004970149398301,0.46531361252218256,0.4342927050207037,0.3908634345186333,0.3257195287655278
47,Did RyanAir charge the passengers for the extra fear they were supplied with?,Est-ce que Ryanair a fait payer un supplément aux passagers pour la peur additionnel qu'on a bien voulu leur fournir ?,RyanAir a-t-elle facturé les passagers pour la crainte supplémentaire qu'ils avaient d'être approvisionnés?,1.6050422053106807e-78,0.12471530688150788,0.09007216608108902,0.04913027240786673,1.2025033327569346e-308
48,Only for Irish companies like this you couldn't afford to go on hols young man,"Mais sans ce genre d'entreprises irlandaises, vous ne pourriez pas vous permettre de partir en vacances, jeune homme","Seulement pour les compagnies irlandaises comme ça, vous ne pouviez pas vous permettre d'aller sur Hols jeune homme",3.358653978128406e-78,0.3888888888888889,0.23529411764705885,0.0625,2.2250738585072626e-308
49,I've never flown Ryanair and the last 3 times I flew I went BA.,Je n'ai jamais pris Ryanair et les 3 dernières fois que j'ai pris l'avion c'était avec BA.,Je n'ai jamais volé Ryanair et les trois dernières fois que j'ai volé je suis allé au BA.,0.25448050157066204,0.6111111111111112,0.4117647058823529,0.25,0.06666666666666667
50,I prefer my airlines to offer me customer service.,Je préfère quand la compagnie aérienne propose un service de qualité.,Je préfère que mes compagnies aériennes m'offrent un service à la clientèle.,7.825799788115097e-155,0.4166666666666667,0.18181818181818182,2.2250738585072626e-308,2.2250738585072626e-308
51,"No, but its Ryanair, so they can have a pop.","Non, mais c'est Ryanair, alors ils peuvent s'en donner à cœur joie.","Non, mais c'est Ryanair, pour qu'ils aient un pop.",0.21386638885976572,0.31845836025501745,0.268699241465171,0.2047232315925112,0.11942188509563156
52,"Any article about Ryanair attracts dozens of comments from people who would never fly Ryanair, to those who like flying Ryanair and think anyone paying anything more than the basic fare has only themselves to blame, etc.","N'importe quel l'article sur Ryanair déclenche des dizaines de commentaires de gens qui ne prendraient jamais Ryanair à l'endroit de ceux qui aiment prendre Ryanair et pensent que ceux qui paient autre chose que le tarif de base n'ont qu'à s'en prendre à eux-mêmes, etc.","Tout article sur Ryanair attire des dizaines de commentaires de personnes qui n'auraient jamais volé Ryanair, à ceux qui aiment piloter Ryanair et qui pensent que quiconque paie plus que le tarif de base n'a qu'à blâmer, etc.",0.22267413121193866,0.5472109722907077,0.29224023817471306,0.1617312429214758,0.09505836318650004
53,It's pretty transparent.,C'est assez transparent.,C'est assez transparent.,1.2213386697554703e-77,1.0,1.0,1.0,2.2250738585072626e-308
54,Ryanair are not going to be happy about the extra cost involved in this incident.,Ryanair ne va pas être content des frais supplémentaire dus à cet incident.,Ryanair ne sera pas satisfait des coûts supplémentaires liés à cet incident.,3.9907658014438832e-78,0.5366925752004387,0.25092120398981543,0.09200444146293235,2.0471667756573244e-308
55,"I wonder how long the delays will be and will compensation to passengers by due and if so, can Ryanair then get out of paying as they can say it was the airport air traffic controllers error.","Je me demande quels vont être les retards et s'il va falloir indemniser les passagers et, si c'est le cas, si Ryanair va pouvoir éviter de payer en disant qu'il s'agissait d'une erreur des contrôleurs aériens de l'aéroport.","Je me demande combien de temps les retards seront et seront une compensation pour les passagers due et si c'est le cas, Ryanair pourra-t-il alors cesser de payer comme ils peuvent dire que c'était l'erreur des contrôleurs de la circulation aérienne de l'aéroport.",0.1177818347880768,0.4418604651162791,0.23809523809523808,0.07317073170731705,0.025
56,"Pax were on a different aircraft within an hour, no compo due.","Les passagers ont été mis dans un autre avion en moins d'une heure, ils n'ont droit à aucune indemnisation.","Pax était sur un autre avion en moins d'une heure, pas de compo dû.",0.30255429300755865,0.3498362686875651,0.32292578648082937,0.2915302239063043,0.2544263772273201
57,Sorry to disappoint you and your compo state of mind.,Désolé de vous décevoir vous et vos rêves d'indemnisation.,"Désolé de vous décevoir, vous et votre état d'esprit.",5.072841446586652e-78,0.5555555555555556,0.375,0.14285714285714285,2.2250738585072626e-308
58,"You're all welcome on board this British airways flight bringing British Isis to Syria, init as you say.","Bienvenus à bord de ce vol British Airways qui emmène l'ISIS anglais en Syrie, pas vrai comme vous dites.","Vous êtes tous les bienvenus à bord de ce vol des voies aériennes britanniques qui amène l'Isis britannique en Syrie, comme vous le dites.",0.19850823739068116,0.4583333333333333,0.2608695652173913,0.13636363636363635,0.09523809523809525
59,Enjoy the ride,Bon voyage,Amusez-vous bien.,0,0,0,0,0
60,"Last Sunday in Paris, rue des Francs-Bourgeois: le Marais is largely pedestrianized, and is literally swarming with people.","Dimanche dernier à Paris, rue des Francs-Bourgeois : le Marais est en grande partie piétonnier, et grouille littéralement de monde.","Dimanche dernier à Paris, rue des Francs-Bourgeois : le Marais est en grande partie piétonné et grouille littéralement de gens.",0.803154665668484,0.9,0.8421052631578947,0.7777777777777778,0.7058823529411765
61,"The people have not come en masse for the quality of the restaurants (ordinary, for the most part) or for the Journal fair at the Espace des Blancs-Manteaux (hyper-intellectual and slightly outmoded).","Les gens ne viennent pas en masse pour la qualité des restaurants (quelconques, pour la plupart) ni pour le Salon de la revue à l'Espace des Blancs-Manteaux (hyper-intellectuel et légèrement poussiéreux).","Les gens ne sont pas venus en masse pour la qualité des restaurants (ordinaire, pour la plupart) ou pour la foire du Journal à l'Espace des Blancs-Manteaux (hyperintellectuel et légèrement dépassé).",0.36807054405190703,0.7096774193548387,0.4666666666666667,0.3103448275862069,0.17857142857142858
62,The reason for this crowd is that the shops are all open and the area is incredibly lively and animated.,"La raison de cette foule, c'est que les magasins sont tous ouverts et que le quartier est incroyablement vivant et animé.",La raison de cette foule est que les magasins sont tous ouverts et la région est incroyablement animée et animée.,0.4309809162747321,0.6658605971504997,0.5006470655266916,0.3699225539724999,0.27977336014726883
63,With a lot of foreigners who spend...,Avec beaucoup d'étrangers qui dépensent .....,Avec beaucoup d'étrangers qui dépensent...,0.5475182535069453,0.6549846024623855,0.6140480648084865,0.545820502051988,0.40936537653899097
64,Do you think that opening on Sundays is going to create jobs?,Vous croyez que l'ouverture du dimanche va créé des emplois?,Pensez-vous que l'ouverture le dimanche va créer des emplois?,9.438484684416467e-155,0.596559544542913,0.33556474380538864,1.991083571408152e-308,1.991083571408152e-308
65,"Go to Paris Rue des Francs Bourgeois where the shops are open on Sunday, full of people with 50% tourists.","Allez a Paris Rue des Francs Bourgeois où les boutiques sont ouvertes le Dimanche, bourrée de monde avec 50% de touristes .","Allez à Paris Rue des Francs Bourgeois où les boutiques sont ouvertes le dimanche, pleines de personnes avec 50% de touristes.",0.5452532529012815,0.7264738703493154,0.5720981729000859,0.5018405025439351,0.42377642437043406
66,@aloes False!,@aloes Faux !,@aloes Faux!,9.291879812217675e-232,0.3032653298563167,1.3495755153097447e-308,1.3495755153097447e-308,1.3495755153097447e-308
67,The only argument that would seem admissible to me is the one of the areas that receive a significant number of foreign tourists and this is nuanced by the fact that they are buying tax-free.,Le seul argument qui me paraîtrait recevable est celui des zones recevant un nombre important de touristes étrangers et il est nuancé par le fait qu'ils achètent en détaxe.,"Le seul argument qui me semble admissible est celui des zones qui accueillent un nombre important de touristes étrangers, ce qui est nuancé par le fait qu'ils achètent en franchise d'impôt.",0.5205303553082506,0.7096774193548387,0.6,0.4827586206896552,0.3571428571428572
68,Tourist areas lose a considerable amount of sales revenue each year for the same reasons.,Les zones touristiques perdent chaque année un volume considérable de chiffre d'affaire pour les mêmes raisons .,Les zones touristiques perdent chaque année un montant considérable de recettes de vente pour les mêmes raisons.,0.4615425015629849,0.7058823529411765,0.5625,0.4,0.2857142857142857
69,"The industry remains, where expensive equipment, used on Sunday, makes it possible to lower prices.","Reste l'industrie où des équipements coûteux, exploités le Dimanche, permettent de baisser les prix .","L'industrie reste, où l'équipement coûteux, utilisé le dimanche, permet de baisser les prix.",3.0282209717695705e-78,0.39572488576635756,0.14290065319340692,0.07794581083276739,1.9077870467055724e-308
70,"Sunday rest is a right that employees, besides exceptions, enjoy.","Le repos dominical est un droit dont bénéficient, sauf exceptions, les salariés.","Le repos du dimanche est un droit dont jouissent les employés, outre les exceptions.",0.21972813874997157,0.5,0.30769230769230765,0.16666666666666669,0.0909090909090909
71,That's the reason why it is provided for and regulated by the labor code.,C'est la raison pour laquelle il est prévu et règlementé par le code du travail.,C'est la raison pour laquelle il est prévu et réglementé par le code du travail.,0.8003203203844999,0.9333333333333333,0.8571428571428571,0.7692307692307693,0.6666666666666666
72,"Neither the ministry responsible for the economy, nor, moreover, the one responsible for foreign affairs, have the slightest competence to reform the labor code.","Ni le ministre chargé de l'économie, ni, du reste, celui chargé des affaires étrangères, ne disposent de la moindre compétence pour réformer le code du travail.","Ni le ministère responsable de l'économie, ni, en outre, celui responsable des affaires étrangères, n'ont la moindre compétence pour réformer le code du travail.",0.43407615965869023,0.6900333109719925,0.5200251039209218,0.3763818059847232,0.2628698327512352
73,So they should shut up.,Alors qu'ils la bouclent.,Ils devraient donc se taire.,0,0,0,0,0
74,What use is the law?,La loi ça sert à quoi?,À quoi sert la loi?,9.97486269044271e-232,0.1637461506155964,1.8217363958297824e-308,1.8217363958297824e-308,1.8217363958297824e-308
75,To satisfy a part of the population and the companies who want to work on Sunday.,A satisfaire une partie de la population et des entreprises qui souhaitent travailler le Dimanche .,Pour satisfaire une partie de la population et les entreprises qui veulent travailler le dimanche.,0.45039050702207406,0.686038455689853,0.5345754200180672,0.3598103788583146,0.3118356616772059
76,"In Montreal on Sunday afternoon, I take my grandchildren to the municipal library.",À Montréal le dimanche apm j'emmène mes petits enfants à la bibliothèque municipale.,"À Montréal, dimanche après-midi, j'emmène mes petits-enfants à la bibliothèque municipale.",0.24997758323995953,0.6063657586001313,0.3335011672300722,0.18527842623892898,0.10421911475939759
77,"In my Town with 30,000 inhabitants where I live in France, the municipal library is open 4 days a week but not at the weekend!",Dans ma Ville de 30000 habitants où j'habite en France la biblio municipale est ouverte 4 jours par semaine mais pas le we!,"Dans ma ville avec 30 000 habitants où je vis en France, la bibliothèque municipale est ouverte 4 jours par semaine mais pas le week-end!",0.4244726688310807,0.64,0.4583333333333333,0.3478260869565218,0.3181818181818182
78,That is access to culture...,C'est cela l'accès à la culture ...,C'est l'accès à la culture...,4.947126313800877e-78,0.5362560368285115,0.33516002301781966,0.2234400153452131,1.491511611267286e-308
79,And that is also the regulation of working times.,Et c'est celà aussi la réglementation du temps de travail.,Et c'est aussi la régulation des temps de travail.,5.305948607228702e-78,0.6959861353000654,0.44741965840718484,0.1278341881163385,1.991083571408152e-308
80,the way of life that he defended so tenaciously against fascism,le mode de vie qu'il a défendu avec ténacité contre le fascisme,le mode de vie qu'il défendait avec tant de ténacité contre le fascisme,0.49735673561245436,0.7692307692307693,0.5833333333333334,0.45454545454545453,0.3
81,the way of life that he defended so tenaciously against fascism and Bolshevism,le mode de vie qu'il a défendu avec ténacité contre le fascisme et le bolchevisme,le mode de vie qu'il défendait avec tant de ténacité contre le fascisme et le bolchevisme,0.6147881529512643,0.8125,0.6666666666666666,0.5714285714285714,0.46153846153846156
82,"How about the estate of his daughter, despite her will, is simply told to pay up on IHT?","Et si la succession de sa fille était, contre sa volonté, utiliser pour payer les frais de succession ?","Qu'en est-il de la succession de sa fille, malgré sa volonté, est simplement dit de payer sur IHT?",0.16253030682894548,0.42042643062522905,0.22257869856629778,0.1182449336133457,0.06306396459378436
83,They are paintings.,Il y a des peintures.,Ce sont des tableaux.,1.0032743411283238e-231,0.19470019576785122,1.7328892633971685e-308,1.7328892633971685e-308,1.7328892633971685e-308
84,"Some OK, some poor.","Certaines sont bien, d'autres pas terribles.","Un peu OK, un peu pauvre.",0,0,0,0,0
85,Doubtless the estate would want their pound of flesh so to speak.,"Sans doute que sa succession voudrait sa part du gâteau, si vous me passez l'expression.",Sans doute le domaine voudrait-il leur livre de chair pour ainsi dire.,4.075797619714099e-155,0.12980013051190084,0.07080007118830953,1.7328892633971685e-308,1.7328892633971685e-308
86,his preference for the Nationalists/Franco winning the Spanish Civil war..,sa préférence pour une victoire des nationalistes/Franco dans la guerre civile espagnole...,sa préférence pour les Nationalistes/Franco gagnant la guerre civile espagnole..,5.081060858460641e-78,0.49123845184678916,0.3638803347013253,0.20468268826949548,1.8217363958297824e-308
87,And his antipathy towards independence for places like Ireland and India and his overall fascist view and throw in his well known hatred of the Jews.,Et son hostilité à l'indépendance d'endroits comme l'Irlande et l'Inde et ses idées fascistes dans leur ensemble et ajoutez aussi sa haine bien connue des Juifs.,Et son antipathie à l'égard de l'indépendance pour des endroits comme l'Irlande et l'Inde et sa vision fasciste globale et jeter dans sa haine bien connue des Juifs.,0.3317190808936393,0.6071428571428571,0.37037037037037035,0.2692307692307693,0.2
88,Churchill wasn't perfect.,Churchill n'était pas parfait.,Churchill n'était pas parfait.,1.0,1.0,1.0,1.0,1.0
