,Original English,Original French,Generated French,BLEU Score,1-Gram,2-Gram,3-Gram,4-Gram
18,"I'm not entirely sure what you're trying to say, but my guess is that you dislike the media reporting things you disagree with.","Je ne suis pas bien sûr d'où vous voulez en venir, mais j'imagine que vous n'aimez pas quand les médias parlent de ce que vous n'aimez pas.","Je ne suis pas entièrement sûr de ce que vous essayez de dire, mais ma supposition est que vous n'aimez pas les médias faisant état de choses avec lesquelles vous êtes en désaccord.",0.23966219681055514,0.5454545454545454,0.3125,0.1935483870967742,0.10000000000000002
19,"It is so rarely addressed because unlike Fararge and his Thatcherite loony disciples who think aids and floods are a signal from the divine and not a reflection on their own ignorance in understanding the complexities of humanity as something to celebrate,then no.","On en parle si rarement parce que contrairement à Farage et à ses disciples cinglés de Thatcher qui pensent que le sida et les inondations sont un signe de dieu et non pas une réflexion sur leur propre incapacité à comprendre que les complexités de l'humanité sont quelque chose de bien, alors non.","Il est si rarement abordé parce que contrairement à Fararge et ses disciples solitaires Thatcherite qui pensent aides et inondations sont un signal du divin et non une réflexion sur leur propre ignorance dans la compréhension des complexités de l'humanité comme quelque chose à célébrer, alors non.",0.19684541295884364,0.5617997583114479,0.3252739180368455,0.13691268184034544,0.06001042872872284
20,In the end the situation is just as bad in Ireland as it is in Spain.,Finalement la situation est aussi pourrie en Irlande qu'en Espagne.,"En fin de compte, la situation est tout aussi mauvaise en Irlande qu'il est en Espagne.",0.28117066259517454,0.4375,0.2,0.07142857142857141,1.0
21,"With the new crisis coming, the period of austerity will not have fixed anything.",Avec la nouvelle crise qui arrive la période d'austérité n'aura rien arrangé.,"Avec la nouvelle crise à venir, la période d'austérité n'aura rien fixé.",0.53107253497887,0.75,0.6363636363636364,0.5,0.3333333333333333
22,Hoping for almost 5% growth in 2015 is a real joke.,Espérer presque 5% de croissance en 2015 c'est une grosse plaisanterie.,Espérer pour près de 5% de croissance en 2015 est une vraie blague.,0.31455601883230705,0.5384615384615384,0.3333333333333333,0.2727272727272727,0.2
23,"Ireland, the ""EUROPEAN TIGER"" they used to speak highly of to us years ago.","L' Irlande le '' TIGRE DE L'EUROPE'' nous vantait-on, il y a quelques annees.","L'Irlande, le « TIGER EUROPÉEN » ils avaient l'habitude de nous parler fortement il y a des années.",0.21258844131063828,0.2777777777777778,0.11764705882352941,0.0625,1.0
24,We know the rest!,On a connu la suite !,Nous connaissons le reste!,0,0,0,0,0
25,It is starting again when you read this article.,Cela recommmence a lire l'article.,Il recommence lorsque vous avez lu cet article.,0,0,0,0,0
26,"They're trying to pretend that Ireland is a virtuous country and that a ""NEW ECONOMIC MIRACLE"" is happening.",On tente de faire croire que l'Irlande est un pays vertueux et qu'un '' NOUVEAU MIRACLE ECONOMIQUE'' est en train de se produire.,"Ils essaient de prétendre que l'Irlande est un pays vertueux et qu'un ""NOW ECONOMIQUE MIRACLE"" se passe.",0.30766448634881455,0.41330501333117375,0.30739560366506047,0.28104740906519815,0.2509351866653555
27,"With the agreement of Brussels, the lowest taxes on companies in Europe, a very flexible labor market, continuing emigration.","Avec l'accord de Bruxelles, impots sur les societes les plus bas d'Europe, un marche du travail tres souple, une emigration qui continue.","Avec l'accord de Bruxelles, les impôts les plus bas sur les entreprises en Europe, un marché du travail très flexible, émigration continue.",0.19857943409196785,0.5909090909090909,0.3333333333333333,0.15,0.05263157894736841
28,"With these ingredients, there is nothing to ""crow about"" for the time being with the arrival of the Poles.",Avec ces ingredients pas de quoi '' pavoiser'' pour le moment avec la venue des Polonais.,"Avec ces ingrédients, il n'y a rien à ""crow environ"" pour le moment étant avec l'arrivée des Polonais.",0.28433291815307693,0.4444444444444444,0.23529411764705885,0.0625,1.0
29,"In the 80s in the twentieth century, Ireland was one of the poorest countries in the European Union, along with Portugal. Considering a constant perimeter, without the new countries, the situation is still better than it ever was.","Dans les années 80 du vingtieme siecle, l'irlance etait l'un des pays les plus pauvres de l'union europeene, avec le portugal En considerant un perimetre constant, sans les nouveauy pays, la situation est toujours meilleure qu'elle ne fut.","Dans les années 80 au XXe siècle, l'Irlande était l'un des pays les plus pauvres de l'Union européenne, avec le Portugal. Considérant un périmètre constant, sans les nouveaux pays, la situation est encore mieux qu'il n'a jamais été.",0.3213856523369838,0.5526315789473685,0.40540540540540543,0.2777777777777778,0.1714285714285714
30,Greece was ahead.,La Grece etait devant.,La Grèce était devant.,0.8408964152537145,0.5,1.0,1.0,1.0
31,"It is clear that their development was not a long quiet river, given the recent events.","Que leur developement n'est pas été un long fleuve tranquille, c'est sur au vu des évenement récent.","Il est clair que leur développement n'était pas une longue rivière tranquille, compte tenu des événements récents.",0.6964705665515708,0.23529411764705885,1.0,1.0,1.0
32,The lowest taxes in Europe?,Taux d'impots le plus bas d'Europe?,Les impôts les plus bas en Europe?,0.4671379777282001,0.2857142857142857,0.16666666666666669,1.0,1.0
33,That is not correct!,C'est faux!,Ce n'est pas correct!,0,0,0,0,0
34,Latvia has a 0% tax rate for companies.,La Lettonie a un taux d'impots de 0% sur les entreprises.,La Lettonie a un taux d'imposition de 0% pour les entreprises.,0.4497332084013506,0.8181818181818182,0.6,0.3333333333333333,0.25
35,Now there is real hypocrisy in France from politicians on the taxes that multinationals really pay.,Maintenant il y a une reelle hypocrisie en France de la part des politiques sur les impots reellement payes par les multinationales.,"Maintenant, il y a une vraie hypocrisie en France des politiciens sur les impôts que les multinationales paient vraiment.",0.18341917348258502,0.4943861222030993,0.284646555207845,0.1506952351100356,0.05337122910147094
36,"If we believe a report released in 2008 or 2009, they generally pay less than 5% in France.","Si l'on en croit un rapport sorti en 2008 ou 2009, elles payent en France moins de 5% en general.","Si nous croyons un rapport publié en 2008 ou 2009, ils paient généralement moins de 5% en France.",0.27080524311589804,0.5468462491643371,0.36846324810003456,0.22370982920359242,0.11931190890858262
37,Only SMEs pay the full lot.,Seules les PME payent plein pot.,Seules les PME paient le lot complet.,0.4111336169005197,0.42857142857142855,0.3333333333333333,0.2,1.0
38,"Now I confirm that road traffic has become huge again, and there are new (and expensive) cars on every street corner, exactly like before the 2008 crisis.","Maintenant je confirme que le traffic routier est redevenu enorme, et il y a des voitures neuve (et chere) a tout les coins de rue, exactement comme avant la crise de 2008.","Maintenant, je confirme que le trafic routier est devenu énorme à nouveau, et il ya de nouvelles ( et coûteux) voitures sur chaque coin de rue, exactement comme avant la crise 2008.",0.2993474600030922,0.5625,0.3548387096774194,0.23333333333333334,0.1724137931034483
39,"I have lived in Dublin for 14 years, the recovery is evident in the daily traffic jams from when the schools go back.","Je vis a Dublin depuis 14 ans, la reprise est évidente dans les bouchons quotidiens depuis la rentrée.","J'ai vécu à Dublin pendant 14 ans, la récupération est évidente dans les embouteillages quotidiens à partir de quand les écoles retournent.",0.1665240823401981,0.4090909090909091,0.23809523809523808,0.15,0.05263157894736841
40,This is business news?,C'est censé être de l'actualité économique ?,C'est des nouvelles d'affaires?,0.33401359264888447,0.11809163818525367,0.4723665527410147,0.4723665527410147,0.4723665527410147
41,"Don't worry, I'm sure the comments section will take off soon.","Ne vous inquiétez pas, je suis sûr que les commentaires vont bientôt s'enflammer.","Ne vous inquiétez pas, je suis sûr que la section commentaires va décoller bientôt.",0.5296074933406222,0.6428571428571429,0.5384615384615384,0.5,0.45454545454545453
42,"In another article they're drafting now, there were 2 Vauxhaul Astra's involved in a fender bender on the A140.","Dans un autre article qu'ils sont en train d'écrire, 2 Vauxhaul Astra sont impliquées dans un accrochage sur l'A140.","Dans un autre article qu'ils rédigent maintenant, il y avait 2 Vauxhaul Astra impliqués dans un ailes sur l'A140.",0.3014335251508215,0.631578947368421,0.4444444444444444,0.23529411764705885,0.12500000000000003
43,Is this how Ryanair now plan for passengers to transfer flights?,Est-ce que Ryanair compte maintenant transférer les passagers d'un vol à l'autre de cette façon ?,Est-ce ainsi que Ryanair prévoit maintenant pour les passagers de transférer des vols?,0.4492903001150461,0.48856778942643153,0.13232044296965856,0.7939226578179512,0.7939226578179512
44,Gather Mr O'Leary is buying a whole new fleet of planes soon so a few bumps and scratches on his old ones will soon be forgotten.,"Je crois que M. O'Leary va bientôt acheter toute une nouvelle flotte d'appareils, donc quelques bosses et rayures sur les anciens seront vite oubliés.",Rassembler M. O'Leary achète une toute nouvelle flotte d'avions bientôt ainsi quelques bosses et rayures sur ses anciens seront bientôt oubliés.,0.22308697746370887,0.6191984998215584,0.30340726491256353,0.13687545785529182,0.09631976663890907
45,Mind you I'm flying with him next week so hope it won't be on one of these two after they've been patched up.,"Cela dit je vole avec lui la semaine prochaine, alors j'espère que ce ne sera pas sur l'un de ces deux-là une fois rafistolés.",Pensez-vous que je vole avec lui la semaine prochaine donc espérons que ce ne sera pas sur l'un de ces deux après qu'ils ont été patched.,0.48161981096104994,0.5769230769230769,0.52,0.4583333333333333,0.391304347826087
46,That'll be all the other pilot's fault then.,Alors ce serait entièrement de la faute de l'autre pilote.,Ce sera la faute de l'autre pilote alors.,0.26924761780320416,0.38940039153570244,0.3337717641734592,0.2596002610238016,0.155760156614281
47,Did RyanAir charge the passengers for the extra fear they were supplied with?,Est-ce que Ryanair a fait payer un supplément aux passagers pour la peur additionnel qu'on a bien voulu leur fournir ?,RyanAir a-t-il facturé les passagers pour la crainte supplémentaire qu'ils ont été fournis?,0.13141663692938085,0.12471530688150788,0.09007216608108902,0.04913027240786673,0.5404329964865341
48,Only for Irish companies like this you couldn't afford to go on hols young man,"Mais sans ce genre d'entreprises irlandaises, vous ne pourriez pas vous permettre de partir en vacances, jeune homme",Seulement pour les entreprises irlandaises comme cela vous ne pouviez pas se permettre d'aller sur Hols jeune homme,0.4450050658086207,0.3333333333333333,0.11764705882352941,1.0,1.0
49,I've never flown Ryanair and the last 3 times I flew I went BA.,Je n'ai jamais pris Ryanair et les 3 dernières fois que j'ai pris l'avion c'était avec BA.,Je n'ai jamais volé Ryanair et les 3 dernières fois que j'ai volé je suis allé BA.,0.5071960939456881,0.7058823529411765,0.5625,0.4666666666666667,0.3571428571428572
50,I prefer my airlines to offer me customer service.,Je préfère quand la compagnie aérienne propose un service de qualité.,Je préfère mes compagnies aériennes pour m'offrir le service clientèle.,0.3866252716278829,0.27145122541078787,0.10053749089288437,0.9048374180359595,0.9048374180359595
51,"No, but its Ryanair, so they can have a pop.","Non, mais c'est Ryanair, alors ils peuvent s'en donner à cœur joie.","Non, mais c'est Ryanair, pour qu'ils puissent avoir un pop.",0.2150731916129893,0.3274923012311928,0.272910251025994,0.20468268826949548,0.11696153615399742
52,"Any article about Ryanair attracts dozens of comments from people who would never fly Ryanair, to those who like flying Ryanair and think anyone paying anything more than the basic fare has only themselves to blame, etc.","N'importe quel l'article sur Ryanair déclenche des dizaines de commentaires de gens qui ne prendraient jamais Ryanair à l'endroit de ceux qui aiment prendre Ryanair et pensent que ceux qui paient autre chose que le tarif de base n'ont qu'à s'en prendre à eux-mêmes, etc.","Tout article sur Ryanair attire des dizaines de commentaires de personnes qui ne voleraient jamais Ryanair, à ceux qui aiment voler Ryanair et pensent que quiconque payer quelque chose de plus que le tarif de base a seulement lui-même à blâmer, etc.",0.26721228047421713,0.5985403583811576,0.3406327242819596,0.20948912543340514,0.11936702303897728
53,It's pretty transparent.,C'est assez transparent.,C'est assez transparent.,1.0,1.0,1.0,1.0,1.0
54,Ryanair are not going to be happy about the extra cost involved in this incident.,Ryanair ne va pas être content des frais supplémentaire dus à cet incident.,Ryanair ne sera pas heureux du coût supplémentaire impliqué dans cet incident.,0.5051968359286049,0.46002220731466165,0.16728080265987696,0.9200444146293233,0.9200444146293233
55,"I wonder how long the delays will be and will compensation to passengers by due and if so, can Ryanair then get out of paying as they can say it was the airport air traffic controllers error.","Je me demande quels vont être les retards et s'il va falloir indemniser les passagers et, si c'est le cas, si Ryanair va pouvoir éviter de payer en disant qu'il s'agissait d'une erreur des contrôleurs aériens de l'aéroport.","Je me demande combien de temps les retards seront et sera compensation aux passagers par due et si oui, peut alors sortir du paiement comme ils peuvent dire qu'il était l'erreur des contrôleurs de trafic aérien de l'aéroport.",0.19284241191324553,0.3684210526315789,0.13513513513513517,0.02777777777777778,1.0
56,"Pax were on a different aircraft within an hour, no compo due.","Les passagers ont été mis dans un autre avion en moins d'une heure, ils n'ont droit à aucune indemnisation.","Pax était sur un autre avion en une heure, pas de compo dû.",0.12888648678772435,0.24242814869104612,0.15757829664917997,0.11460239756303998,0.063031318659672
57,Sorry to disappoint you and your compo state of mind.,Désolé de vous décevoir vous et vos rêves d'indemnisation.,Désolé de vous décevoir et votre état d'esprit composite.,0.3155984539112945,0.5555555555555556,0.375,0.2857142857142857,0.16666666666666669
58,"You're all welcome on board this British airways flight bringing British Isis to Syria, init as you say.","Bienvenus à bord de ce vol British Airways qui emmène l'ISIS anglais en Syrie, pas vrai comme vous dites.","Vous êtes tous les bienvenus à bord de ce vol des voies aériennes britanniques apportant British Isis en Syrie, init comme vous le dites.",0.19850823739068116,0.4583333333333333,0.2608695652173913,0.13636363636363635,0.09523809523809525
59,Enjoy the ride,Bon voyage,Profitez du trajet,0,0,0,0,0
60,"Last Sunday in Paris, rue des Francs-Bourgeois: le Marais is largely pedestrianized, and is literally swarming with people.","Dimanche dernier à Paris, rue des Francs-Bourgeois : le Marais est en grande partie piétonnier, et grouille littéralement de monde.","Dimanche dernier à Paris, rue des Francs-Bourgeois: le Marais est largement piétonné, et regorge littéralement de gens.",0.33400530952640384,0.5916871287691764,0.41911171621149995,0.27940781080766663,0.17961930694778566
61,"The people have not come en masse for the quality of the restaurants (ordinary, for the most part) or for the Journal fair at the Espace des Blancs-Manteaux (hyper-intellectual and slightly outmoded).","Les gens ne viennent pas en masse pour la qualité des restaurants (quelconques, pour la plupart) ni pour le Salon de la revue à l'Espace des Blancs-Manteaux (hyper-intellectuel et légèrement poussiéreux).","Les gens ne sont pas venus en masse pour la qualité des restaurants (ordinaire, pour la plupart) ou pour le salon du Journal à l'Espace des Blancs-Manteaux (hyper-intellectuel et légèrement dépassé).",0.47217419998809834,0.7419354838709677,0.5666666666666667,0.41379310344827586,0.2857142857142857
62,The reason for this crowd is that the shops are all open and the area is incredibly lively and animated.,"La raison de cette foule, c'est que les magasins sont tous ouverts et que le quartier est incroyablement vivant et animé.",La raison de cette foule est que les magasins sont tous ouverts et la région est incroyablement animée et animée.,0.4309809162747321,0.6658605971504997,0.5006470655266916,0.3699225539724999,0.27977336014726883
63,With a lot of foreigners who spend...,Avec beaucoup d'étrangers qui dépensent .....,Avec beaucoup d'étrangers qui dépensent...,0.5475182535069453,0.6549846024623855,0.6140480648084865,0.545820502051988,0.40936537653899097
64,Do you think that opening on Sundays is going to create jobs?,Vous croyez que l'ouverture du dimanche va créé des emplois?,Pensez-vous que l'ouverture le dimanche va créer des emplois?,0.6327469489917782,0.596559544542913,0.33556474380538864,0.8948393168143697,0.8948393168143697
65,"Go to Paris Rue des Francs Bourgeois where the shops are open on Sunday, full of people with 50% tourists.","Allez a Paris Rue des Francs Bourgeois où les boutiques sont ouvertes le Dimanche, bourrée de monde avec 50% de touristes .","Allez à Paris Rue des Francs Bourgeois où les magasins sont ouverts le dimanche, plein de personnes avec 50 % de touristes.",0.30702571862234085,0.5909090909090909,0.2857142857142857,0.25,0.21052631578947367
66,@aloes False!,@aloes Faux !,@aloes False!,0.510029457493824,0.3032653298563167,0.6065306597126334,0.6065306597126334,0.6065306597126334
67,The only argument that would seem admissible to me is the one of the areas that receive a significant number of foreign tourists and this is nuanced by the fact that they are buying tax-free.,Le seul argument qui me paraîtrait recevable est celui des zones recevant un nombre important de touristes étrangers et il est nuancé par le fait qu'ils achètent en détaxe.,Le seul argument qui me semble admissible est l'une des zones qui reçoivent un nombre significatif de touristes étrangers et cela est nuancé par le fait qu'ils achètent exempt d'impôt.,0.4278996058277188,0.7,0.5172413793103449,0.3571428571428572,0.25925925925925924
68,Tourist areas lose a considerable amount of sales revenue each year for the same reasons.,Les zones touristiques perdent chaque année un volume considérable de chiffre d'affaire pour les mêmes raisons .,Les zones touristiques perdent une quantité considérable de revenus de ventes chaque année pour les mêmes raisons.,0.25217727372554016,0.6470588235294118,0.4375,0.2,0.07142857142857141
69,"The industry remains, where expensive equipment, used on Sunday, makes it possible to lower prices.","Reste l'industrie où des équipements coûteux, exploités le Dimanche, permettent de baisser les prix .","L'industrie reste, où les équipements coûteux, utilisé le dimanche, permet de baisser les prix.",0.2915550919943878,0.4655313898520114,0.21486064147015912,0.07758856497533523,0.9310627797040228
70,"Sunday rest is a right that employees, besides exceptions, enjoy.","Le repos dominical est un droit dont bénéficient, sauf exceptions, les salariés.","Le repos du dimanche est un droit que les employés, outre les exceptions, apprécier.",0.31314224813827346,0.5,0.23076923076923078,0.08333333333333333,1.0
71,That's the reason why it is provided for and regulated by the labor code.,C'est la raison pour laquelle il est prévu et règlementé par le code du travail.,C'est la raison pour laquelle il est prévu et réglementé par le code du travail.,0.8003203203844999,0.9333333333333333,0.8571428571428571,0.7692307692307693,0.6666666666666666
72,"Neither the ministry responsible for the economy, nor, moreover, the one responsible for foreign affairs, have the slightest competence to reform the labor code.","Ni le ministre chargé de l'économie, ni, du reste, celui chargé des affaires étrangères, ne disposent de la moindre compétence pour réformer le code du travail.","Ni le ministère responsable de l'économie, ni, d'ailleurs, celui responsable des affaires étrangères, ont la moindre compétence pour réformer le code du travail.",0.43341640563186806,0.6869063999599688,0.5186490242121987,0.37616302854950673,0.2633141199846547
73,So they should shut up.,Alors qu'ils la bouclent.,Alors ils devraient la fermer.,0.7952707287670506,0.4,1.0,1.0,1.0
74,What use is the law?,La loi ça sert à quoi?,À quoi sert la loi?,0.5475182535069453,0.1637461506155964,0.8187307530779819,0.8187307530779819,0.8187307530779819
75,To satisfy a part of the population and the companies who want to work on Sunday.,A satisfaire une partie de la population et des entreprises qui souhaitent travailler le Dimanche .,Pour satisfaire une partie de la population et les entreprises qui veulent travailler le dimanche.,0.45039050702207406,0.686038455689853,0.5345754200180672,0.3598103788583146,0.3118356616772059
76,"In Montreal on Sunday afternoon, I take my grandchildren to the municipal library.",À Montréal le dimanche apm j'emmène mes petits enfants à la bibliothèque municipale.,"À Montréal, le dimanche après-midi, j'emmène mes petits-enfants à la bibliothèque municipale.",0.27143466477063505,0.6900333109719925,0.41820200664969237,0.18400888292586468,0.10222715718103591
77,"In my Town with 30,000 inhabitants where I live in France, the municipal library is open 4 days a week but not at the weekend!",Dans ma Ville de 30000 habitants où j'habite en France la biblio municipale est ouverte 4 jours par semaine mais pas le we!,"Dans ma ville avec 30 000 habitants où je vis en France, la bibliothèque municipale est ouverte 4 jours par semaine mais pas le week-end!",0.4244726688310807,0.64,0.4583333333333333,0.3478260869565218,0.3181818181818182
78,That is access to culture...,C'est cela l'accès à la culture ...,C'est l'accès à la culture...,0.40505769908942735,0.5362560368285115,0.33516002301781966,0.2234400153452131,0.6703200460356393
79,And that is also the regulation of working times.,Et c'est celà aussi la réglementation du temps de travail.,Et c'est aussi la régulation des temps de travail.,0.4344371253135792,0.6959861353000654,0.44741965840718484,0.1278341881163385,0.8948393168143697
80,the way of life that he defended so tenaciously against fascism,le mode de vie qu'il a défendu avec ténacité contre le fascisme,le mode de vie qu'il a défendu si tenacement contre le fascisme,0.6340466277046861,0.8333333333333334,0.7272727272727273,0.6,0.4444444444444444
81,the way of life that he defended so tenaciously against fascism and Bolshevism,le mode de vie qu'il a défendu avec ténacité contre le fascisme et le bolchevisme,le mode de vie qu'il a défendu si tenacement contre le fascisme et le bolchevisme,0.7241577342575828,0.8666666666666667,0.7857142857142857,0.6923076923076923,0.5833333333333334
82,"How about the estate of his daughter, despite her will, is simply told to pay up on IHT?","Et si la succession de sa fille était, contre sa volonté, utiliser pour payer les frais de succession ?","Que diriez-vous de la succession de sa fille, malgré son testament, est simplement dit de payer sur IHT?",0.14075537459874624,0.3153198229689218,0.1669340239247233,0.1182449336133457,0.06306396459378436
83,They are paintings.,Il y a des peintures.,Ce sont des peintures.,0.49760938992507125,0.38940039153570244,0.2596002610238016,0.7788007830714049,0.7788007830714049
84,"Some OK, some poor.","Certaines sont bien, d'autres pas terribles.","Un peu OK, un peu pauvre.",0,0,0,0,0
85,Doubtless the estate would want their pound of flesh so to speak.,"Sans doute que sa succession voudrait sa part du gâteau, si vous me passez l'expression.",Sans doute le domaine voudrait leur livre de chair pour ainsi parler.,0.3023870654786627,0.19470019576785122,0.07080007118830953,0.7788007830714049,0.7788007830714049
86,his preference for the Nationalists/Franco winning the Spanish Civil war..,sa préférence pour une victoire des nationalistes/Franco dans la guerre civile espagnole...,sa préférence pour les nationalistes/Franco gagner la guerre civile espagnole..,0.4323694359774986,0.5731115271545874,0.3638803347013253,0.20468268826949548,0.8187307530779819
87,And his antipathy towards independence for places like Ireland and India and his overall fascist view and throw in his well known hatred of the Jews.,Et son hostilité à l'indépendance d'endroits comme l'Irlande et l'Inde et ses idées fascistes dans leur ensemble et ajoutez aussi sa haine bien connue des Juifs.,Et son antipathie vers l'indépendance pour des endroits comme l'Irlande et l'Inde et sa vue fasciste globale et jeter dans sa haine bien connue des Juifs.,0.35345481163747966,0.6153846153846154,0.4,0.2916666666666667,0.21739130434782608
88,Churchill wasn't perfect.,Churchill n'était pas parfait.,Churchill n'était pas parfait.,1.0,1.0,1.0,1.0,1.0
89,Neither am I.,Moi non plus.,Moi non plus.,1.0,1.0,1.0,1.0,1.0
90,"But for 5 years, and five years only mind, he was perfect.","Mais pendant 5 ans, et seulement pendant cinq ans, il a été parfait.","Mais pendant 5 ans, et cinq ans seulement l'esprit, il était parfait.",0.33784548613201865,0.6900333109719925,0.33456160531975393,0.276013324388797,0.20445431436207184
91,He stood against his fellow aristos in Government in 1940 who wanted to discuss ' terms' with the nazis and very cleverly saw them off.,En 1940 Il a tenu tête aux autres aristos du gouvernement qui voulaient discuter un « accord » avec les nazis et il a très habilement gagné.,Il s'est opposé à ses compagnons aristos au gouvernement en 1940 qui voulait discuter'termes'avec les nazis et très habilement les a quitté.,0.1947633342423422,0.39835173494673076,0.11381478141335163,0.03983517349467308,0.7967034698934615
